univerzita;fakulta;typ;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2017;lektor;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2017;lektor;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2017;lektor;part-time;0;0;4;4
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2017;lektor;part-time;0;0;8;8
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2017;lektor;part-time;0;0;4;4
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2017;lektor;part-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;UPJŠ - rektorát;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Fa verejnej správy UPJŠ;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2017;lektor;part-time;0;0;1;1
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2017;lektor;part-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2017;lektor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2017;lektor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2017;lektor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa zdrav. odborov PU;verejná;2017;lektor;part-time;0;0;5;5
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2017;lektor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2017;lektor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2017;lektor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2017;lektor;part-time;0;0;7;7
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2017;lektor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2017;lektor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2017;lektor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa sociálnych vied UCM;verejná;2017;lektor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2017;lektor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2017;lektor;part-time;0;0;2;2
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2017;lektor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Fa reform. teológie UJS;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2017;lektor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2017;lektor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2017;lektor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2017;lektor;part-time;0;0;2;2
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2017;lektor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Filozofická fakulta UMB;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2017;lektor;part-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2017;lektor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2017;lektor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2017;lektor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2017;lektor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2017;lektor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2017;lektor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2017;lektor;part-time;0;0;1;1
SLOV.TECHN. UNIVERZITA;Materiálovotech.Fa STU;verejná;2017;lektor;part-time;0;0;2;2
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2017;lektor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2017;lektor;part-time;0;0;1;1
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2017;lektor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2017;lektor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa výrob.technológií TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa mater.,metal.,recyk.;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;TU K - rektorát;verejná;2017;lektor;part-time;0;0;1;1
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Letecká fakulta TU;verejná;2017;lektor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa humanitných vied ŽU;verejná;2017;lektor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2017;lektor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2017;lektor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2017;lektor;part-time;0;0;3;3
ŽILINSKÁ UNIVERZITA;ŽU - rektorát;verejná;2017;lektor;part-time;0;0;2;2
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2017;lektor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2017;lektor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa bezpečnostného inž.;verejná;2017;lektor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa špec. techniky TnUAD;verejná;2017;lektor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa priem.technol.TnUAD;verejná;2017;lektor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;TnUAD - rektorát;verejná;2017;lektor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa soc.-ekon.vzť. TnUAD;verejná;2017;lektor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa zdravotníctva TnUAD;verejná;2017;lektor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2017;lektor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2017;lektor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2017;lektor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2017;lektor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2017;lektor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2017;lektor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2017;lektor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2017;lektor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2017;lektor;part-time;0;0;1;1
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2017;lektor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2017;lektor;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2017;lektor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2017;lektor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2017;lektor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2017;lektor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2017;lektor;part-time;0;0;0;0
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2017;lektor;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2017;lektor;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2017;lektor;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2017;lektor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;UPJŠ - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Fa verejnej správy UPJŠ;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa zdrav. odborov PU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa sociálnych vied UCM;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Fa reform. teológie UJS;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Filozofická fakulta UMB;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Materiálovotech.Fa STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa výrob.technológií TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa mater.,metal.,recyk.;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;TU K - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Letecká fakulta TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa humanitných vied ŽU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;ŽU - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa bezpečnostného inž.;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa špec. techniky TnUAD;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa priem.technol.TnUAD;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;TnUAD - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa soc.-ekon.vzť. TnUAD;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa zdravotníctva TnUAD;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2017;hosťujúci profesor;part-time;0;0;0;0
BRATISLAVSKÁ MEDZ.ŠKOLA;Fa liberálnych štúdií;súkromná;2017;profesor;full-time;1;1;0;2
VŠ DANUBIUS;Fa verejnej politiky;súkromná;2017;profesor;full-time;0;1;0;1
VŠ DANUBIUS;Fa práva J.Jesenského;súkromná;2017;profesor;full-time;0;2;0;2
VŠ DANUBIUS;Fa sociálnych štúdií;súkromná;2017;profesor;full-time;1;1;0;2
PANEURÓPSKA VŠ;Fa informatiky PEVŠ;súkromná;2017;profesor;full-time;0;2;0;2
PANEURÓPSKA VŠ;Fa ekon. a podnikania;súkromná;2017;profesor;full-time;0;3;0;3
PANEURÓPSKA VŠ;Fa práva PEVŠ;súkromná;2017;profesor;full-time;1;3;0;4
PANEURÓPSKA VŠ;Fa masmédií PEVŠ;súkromná;2017;profesor;full-time;0;1;0;1
PANEURÓPSKA VŠ;Fa psychológie PEVŠ;súkromná;2017;profesor;full-time;0;3;0;3
VŠZaSP sv.ALŽBETY;Fa zdravot.a soc. práce;súkromná;2017;profesor;full-time;2;44;0;46
Vysoká škola DTI;Elektrotechnická fak.;súkromná;2017;profesor;full-time;1;9;0;10
VŠ EKON. a MANAŽMENTU;F ek.a manaž.ver.správy;súkromná;2017;profesor;full-time;1;8;0;9
VŠ MANAŽMENTU;Fa manažmentu VŠM;súkromná;2017;profesor;full-time;0;4;0;4
STREDOEURÓPSKA VŠ;Ekonomická fakulta SEVŠ;súkromná;2017;profesor;full-time;3;3;0;6
VŠ MEDZIN.PODNIKANIA;Ekonomická fakulta ISM;súkromná;2017;profesor;full-time;1;4;0;5
HUDOBNÁ A UMELECKÁ AKAD;Fa hudobných umení;súkromná;2017;profesor;full-time;0;2;0;2
VŠ BEZPEČN. MANAŽÉRSTVA;FA bezpečn. manažérstva;súkromná;2017;profesor;full-time;1;8;0;9
BRATISLAVSKÁ MEDZ.ŠKOLA;Fa liberálnych štúdií;súkromná;2017;docent;full-time;0;1;0;1
VŠ DANUBIUS;Fa verejnej politiky;súkromná;2017;docent;full-time;0;4;0;4
VŠ DANUBIUS;Fa práva J.Jesenského;súkromná;2017;docent;full-time;0;1;0;1
VŠ DANUBIUS;Fa sociálnych štúdií;súkromná;2017;docent;full-time;0;4;0;4
PANEURÓPSKA VŠ;Fa informatiky PEVŠ;súkromná;2017;docent;full-time;0;3;0;3
PANEURÓPSKA VŠ;Fa ekon. a podnikania;súkromná;2017;docent;full-time;0;8;0;8
